Tax ID,Active Per Last Reported Status,Last Reported Active Date,Officer First Name,Officer Last Name,Officer Race,Officer Gender,Current Rank Abbreviation,Current Rank,Current Command,Shield No,Total Complaints,Total Substantiated Complaints
856527,No,02/08/2001 06:12:23 PM,Walter,Mckenney,White,Male,POM,Police Officer,023 PCT,26322,0,0
856529,No,02/08/2001 06:12:23 PM,John,Mcloughlin,White,Male,DT2,Detective,120 DET,03991,0,0
856544,No,02/08/2001 06:12:23 PM,Michael,Mandel,White,Male,INS,Inspector,PBQ/N,00000,0,0
856574,No,02/08/2001 06:12:23 PM,Arthur,Monahan,White,Male,LCD,Lieutenant,MTS DET,00000,1,0
856584,No,02/08/2001 06:12:23 PM,Nicholas,Muglia,White,Male,DT2,Detective,MOUNTED,00250,0,0
856585,No,04/19/2000 05:41:39 PM,Patrick,Mullen,White,Male,LCD,Lieutenant,DB QSVS,00000,0,0
856641,No,04/19/2000 05:51:39 PM,Matthew,Rafferty,White,Male,CPT,Captain,078 PCT,00000,0,0
856709,No,02/08/2001 06:12:23 PM,William,Soper,White,Male,LT,Lieutenant,HARBOR,00000,0,0
856714,No,04/19/2000 05:41:39 PM,George,Statkevicus,White,Male,LT,Lieutenant,CI&RDIV,00000,0,0
856723,No,04/19/2000 05:51:39 PM,Michael,Sullivan,White,Male,DT1,Detective,106 DET,03841,0,0
856751,No,04/19/2000 05:51:39 PM,John,Wasiak,White,Male,CPT,Captain,AV.UNIT,00000,0,0
856760,No,02/08/2001 06:12:23 PM,William,Williamson,White,Male,SGT,Sergeant,BM SEC,03068,0,0
856761,No,02/08/2001 06:12:23 PM,Richard,Winter,White,Male,INS,Inspector,FLT SVC,00000,0,0
856811,No,01/05/2001 05:15:39 PM,Joel,Potter,White,Male,DT1,Detective,DBMNHTF,03384,0,0
856870,No,10/19/2005 08:50:44 AM,Michael,Byrne,White,Male,CPT,Captain,AUTO CD,00000,0,0
856917,No,02/08/2001 06:12:23 PM,Thomas,Dowd,White,Male,LT,Lieutenant,024 PCT,00000,0,0
856951,No,08/11/2000 04:14:41 PM,Clarence,James,Black,Male,POM,Police Officer,046 PCT,26700,0,0
857003,No,04/19/2000 05:41:39 PM,Henry,Moorhead,Black,Male,LT,Lieutenant,BX CT,00000,0,0
857017,No,01/05/2001 05:15:39 PM,Thomas,Obrien,White,Male,LSA,Lieutenant,I.A.B.,00000,0,0
857040,No,06/26/2000 05:46:32 PM,Dominick,Ragusa,White,Male,DT3,Detective,MNROBSQ,02682,0,0
857068,No,06/26/2000 05:46:32 PM,Brian,Tuohy,White,Male,DT1,Detective,BOMB SQ,00819,0,0
857070,No,04/19/2000 05:51:39 PM,Joseph,Valente,White,Male,CPT,Captain,111 PCT,00000,0,0
857085,No,02/08/2001 06:12:23 PM,John,Healy,White,Male,DT2,Detective,INT DIV,03280,0,0
857144,No,02/08/2001 06:12:23 PM,William,Dinkelacker,White,Male,LT,Lieutenant,E S U,00000,0,0
857175,No,02/08/2001 06:12:23 PM,Michael,Glasser,White,Male,SGT,Sergeant,POL ACD,01109,0,0
857187,No,01/16/2001 05:49:10 PM,Timothy,Hartnett,White,Male,DT1,Detective,DBMNHTF,03192,0,0
857201,No,02/08/2001 06:12:23 PM,Paul,Kennedy,White,Male,LT,Lieutenant,POL ACD,00000,0,0
857233,No,02/08/2001 06:12:23 PM,Edward,Murphy,White,Male,DT2,Detective,046 DET,01637,0,0
857236,No,04/19/2000 05:41:39 PM,Timothy,Murphy,White,Male,LT,Lieutenant,PBBX TF,00000,0,0
857294,No,04/19/2000 05:51:39 PM,Michael,Yasso,White,Male,DTS,Detective,123 PCT,01548,0,0
857303,No,06/02/2006 12:06:05 PM,Louis,Donofrio,White,Male,DT1,Detective,017 DET,03092,0,0
857308,No,01/16/2001 05:49:10 PM,Edward,Wall,White,Male,SDS,Sergeant,DB BXHM,02123,0,0
857336,No,01/25/2006 07:24:48 AM,Steven,Weber,White,Male,LT,Lieutenant,I.A.B.,00000,0,0
857348,No,04/19/2000 05:51:39 PM,William,Rath,White,Male,LT,Lieutenant,048 PCT,00000,0,0
857416,No,12/21/2009 12:05:01 PM,Andrew,Siroka,White,Male,DT1,Detective,DPT INV,04047,0,0
857526,No,02/08/2001 06:12:23 PM,Robert,Butler,Black,Male,DTS,Detective,041 PCT,00248,0,0
857532,No,03/22/2005 04:41:43 PM,William,Calhoun,White,Male,AC,Chiefs and other ranks,PBSI,00000,0,0
857561,No,01/05/2001 05:15:39 PM,Robert,Coccia,White,Male,POM,Police Officer,PBBS,27157,0,0
857562,No,02/08/2001 06:12:23 PM,Frank,Colaianni,White,Male,DT1,Detective,013 DET,00402,1,0
857600,No,06/26/2000 05:46:32 PM,William,Crowe,White,Male,DT2,Detective,DB BKLN,01990,0,0
857605,No,12/06/2006 08:49:27 PM,Joseph,Cunneen,White,Male,AC,Chiefs and other ranks,PBBN,00000,0,0
857635,No,10/19/2005 08:50:44 AM,John,Devine,White,Male,POM,Police Officer,BX CT,27229,0,0
857655,No,09/14/2000 08:59:14 AM,Brendan,Duffy,White,Male,DT1,Detective,INT EPU,00698,0,0
857708,No,11/28/2000 04:05:53 PM,Barry,Goldblatt,White,Male,LT,Lieutenant,006 PCT,00000,0,0
857732,No,02/08/2001 06:12:23 PM,Douglas,Hay,White,Male,LT,Lieutenant,A P DIV,00000,0,0
857736,No,02/08/2001 06:12:23 PM,James,Hegarty,White,Male,DC,Chiefs and other ranks,TRF CD,00000,0,0
857770,No,02/08/2001 06:12:23 PM,William,Johnson,Black,Male,DT1,Detective,DBMNHTF,02088,0,0
857780,No,02/08/2001 06:12:23 PM,Dennis,Keenan,White,Male,SGT,Sergeant,PBBS TF,01418,0,0
857791,No,04/19/2000 05:41:39 PM,Kennet,Kingsbury,White,Male,LT,Lieutenant,028 PCT,00000,0,0
857805,No,06/26/2000 05:46:32 PM,Richard,Latuga,White,Male,DI,Deputy Inspector,I.A.B.,00000,0,0
857822,No,02/08/2001 06:12:23 PM,Christ,Loucas,White,Male,DT2,Detective,DB MAN,00396,0,0
857823,No,02/08/2001 06:12:23 PM,Joseph,Loughnane,White,Male,DT3,Detective,DB MAN,02370,0,0
857827,No,02/08/2001 06:12:23 PM,Joseph,Lubomski,White,Male,CPT,Captain,TB QNS,00000,0,0
857891,No,04/19/2000 05:41:39 PM,Richard,Miller,White,Male,SGT,Sergeant,B/S-WND,02135,0,0
857894,No,02/08/2001 06:12:23 PM,John,Millett,White,Male,LT,Lieutenant,PB POS,00000,0,0
857920,No,04/19/2006 06:06:43 PM,Michael,Mullick,White,Male,POM,Police Officer,010 PCT,27511,0,0
857997,No,02/08/2001 06:12:23 PM,Raymond,Redmond,White,Male,INS,Inspector,I.A.B.,00000,0,0
858021,No,04/19/2000 05:51:39 PM,Rocco,Romano,White,Male,CPT,Captain,SAT B/N,00000,0,0
858065,No,07/29/2008 01:53:10 PM,John,Seymour,White,Male,DC,Chiefs and other ranks,PBQ/S,00000,0,0
858067,No,02/08/2001 06:12:23 PM,Jeffrey,Shore,White,Male,CPT,Captain,GANG M,00000,0,0
858139,No,06/26/2000 05:46:32 PM,William,Wilkens,White,Male,CPT,Captain,HWY 02,00000,0,0
858143,No,12/27/2005 05:39:25 PM,John,Wohlberg,White,Male,POM,Police Officer,PBBX,27738,0,0
858160,No,04/19/2000 05:51:39 PM,Phillip,Andruszkewicz,White,Male,CPT,Captain,PBBS,00000,0,0
858164,No,12/21/2009 12:05:01 PM,John,Wolf,White,Male,LSA,Lieutenant,PBMS TF,00000,0,0
858169,No,06/14/2005 07:27:03 AM,Thomas,Cullen,White,Male,LT,Lieutenant,AUTO CD,00000,0,0
858197,No,02/08/2001 06:12:23 PM,Vincent,Mansfield,White,Male,DC,Chiefs and other ranks,O T S D,00000,0,0
858200,No,02/18/2010 04:46:48 PM,Robert,Giannelli,White,Male,COP,Inactive Ranks,P S B,00000,1,0
858204,No,06/26/2000 05:46:32 PM,Richard,Farrell,White,Male,CPT,Captain,COMMSEC,00000,0,0
858205,No,02/08/2001 06:12:23 PM,John,Henkel,White,Male,SGT,Sergeant,BKLN CT,02179,0,0
858232,No,02/08/2001 06:12:23 PM,Joseph,Angerome,White,Male,POM,Police Officer,040 PCT,01164,0,0
858241,No,06/26/2000 05:46:32 PM,Anthony,Baglio,White,Male,DT2,Detective,066 DET,00029,0,0
858265,No,02/08/2001 06:12:23 PM,Richard,Bergin,White,Male,DT1,Detective,DB BNHM,03486,0,0
858284,No,07/13/2005 05:03:24 PM,Michael,Brooks,White,Male,DI,Deputy Inspector,FUG ENF,00000,0,0
858343,No,01/05/2001 05:15:39 PM,James,Corbett,White,Male,DT2,Detective,BOMB SQ,03449,0,0
858351,No,02/08/2001 06:12:23 PM,Kevin,Coursey,White,Male,DT1,Detective,DB BNHM,01520,0,0
858355,No,03/04/2009 10:41:47 AM,William,Crawley,White,Male,AC,Chiefs and other ranks,I.A.B.,00000,0,0
858376,No,02/08/2001 06:12:23 PM,Granville,Davis,Black,Male,LT,Lieutenant,SATNOPS,00000,0,0
858391,No,02/08/2001 06:12:23 PM,Thomas,Dougherty,White,Male,POM,Police Officer,034 PCT,09706,1,0
858413,No,08/11/2000 04:14:41 PM,Richard,Ezagui,White,Male,POM,Police Officer,020 PCT,15980,0,0
858442,No,12/27/2005 05:39:25 PM,Joseph,Geschwind,White,Male,POM,Police Officer,MAN CT,13753,0,0
858482,No,02/08/2001 06:12:23 PM,Newton,Henry,Black,Male,LT,Lieutenant,MAN CT,00000,0,0
858531,No,02/08/2001 06:12:23 PM,Paul,Kelly,White,Male,LT,Lieutenant,QAD 1DC,00000,0,0
858547,No,11/20/2006 08:29:28 PM,Robert,Larke,White,Male,DT2,Detective,PB EMD,02274,0,0
858583,No,06/26/2000 05:46:32 PM,Joseph,Mcconville,White,Male,DT3,Detective,CI&RDIV,01919,0,0
858663,No,02/08/2001 06:12:23 PM,Louis,Napoli,White,Male,DT1,Detective,SP INV,00818,0,0
858704,No,02/08/2001 06:12:23 PM,Louis,Perdon,White,Male,POM,Police Officer,120 PCT,25523,0,0
858734,No,04/19/2000 05:51:39 PM,Aramis,Ramirez,Hispanic,Male,DT1,Detective,INT EPU,03360,0,0
858776,No,02/08/2001 06:12:23 PM,Patrick,Scalza,White,Male,DT2,Detective,EMP REL,02956,0,0
858901,No,02/08/2001 06:12:23 PM,Robert,Curley,White,Male,DI,Deputy Inspector,I.A.B.,00000,0,0
858914,No,03/01/2005 03:47:49 PM,Harry,Rintoul,White,Male,DTS,Detective,MTS PCT,03597,0,0
858935,No,02/08/2001 06:12:23 PM,Richard,Gribben,White,Male,LT,Lieutenant,052 PCT,00000,0,0
858983,No,01/05/2001 05:15:39 PM,Herbert,Antomez,Black,Male,SGT,Sergeant,NARCBBN,02719,0,0
858997,No,02/08/2001 06:12:23 PM,Kevin,Barry,White,Male,DT1,Detective,BOMB SQ,00033,0,0
859113,No,11/28/2000 04:05:53 PM,Edward,Cowan,White,Male,LT,Lieutenant,PBSI DO,00000,0,0
859130,No,04/19/2000 05:51:39 PM,Charles,Damodio,White,Male,LT,Lieutenant,MOUNTED,00000,0,0
859155,No,02/08/2001 06:12:23 PM,Joseph,Diglio,White,Male,POM,Police Officer,040 PCT,27945,0,0
859158,No,06/02/2006 12:06:05 PM,James,Docherty,White,Male,DTS,Detective,MTS PCT,06832,0,0
859204,No,02/08/2001 06:12:23 PM,Raul,Figueroa,Hispanic,Male,DT2,Detective,MP SQD,00197,0,0
859218,No,08/11/2000 04:14:41 PM,Theodore,Folkman,White,Male,CPT,Captain,PSA 4,00000,0,0
859220,No,02/08/2001 06:12:23 PM,Gary,Foote,White,Male,DI,Deputy Inspector,PBQ/S,00000,0,0
859228,No,02/08/2001 06:12:23 PM,Stephen,Friedland,White,Male,INS,Inspector,PBMN,00000,0,0
859275,No,02/08/2001 06:12:23 PM,William,Hammond,White,Male,LT,Lieutenant,PBQ/S,00000,0,0
859298,No,04/19/2000 05:41:39 PM,Lawrence,Hotaling,White,Male,LCD,Lieutenant,068 DET,00000,0,0
859326,No,06/26/2000 05:46:32 PM,Richard,Johnston,White,Male,DT3,Detective,047 DET,02314,0,0
859341,No,11/28/2000 04:05:53 PM,Arnold,Kisling,White,Male,LT,Lieutenant,S S B,00000,0,0
859400,No,09/14/2000 08:59:14 AM,James,Mcgoldrick,White,Male,LT,Lieutenant,ND BXSI,00000,0,0
859407,No,02/08/2001 06:12:23 PM,Richard,Mclaughlin,White,Male,POM,Police Officer,032 PCT,05446,0,0
859428,No,06/07/2008 05:31:55 PM,Peter,Martin,White,Male,LSA,Lieutenant,D C P I,00000,0,0
859500,No,01/02/2008 01:31:05 PM,Nicholas,Ortiz,Hispanic,Male,DT1,Detective,JT T/F,03208,0,0
859535,No,02/08/2001 06:12:23 PM,Pedro,Pineiro,Hispanic,Male,INS,Inspector,INT EPU,00000,0,0
859573,No,04/19/2000 05:51:39 PM,Philip,Rodriguez,Hispanic,Male,SGT,Sergeant,QNS CT,01265,0,0
859642,No,08/11/2000 04:14:41 PM,Herbert,Stadler,White,Male,POM,Police Officer,063 PCT,19744,0,0
859643,No,01/05/2001 05:15:39 PM,Thaddeus,Staniszewski,White,Male,LCD,Lieutenant,I.A.B.,00000,0,0
859646,No,02/08/2001 06:12:23 PM,George,Strype,White,Male,POM,Police Officer,120 PCT,19771,0,0
859650,No,06/26/2000 05:46:32 PM,James,Sullivan,White,Male,DT2,Detective,T.A.R.U,00935,0,0
859674,No,04/19/2000 05:51:39 PM,Joseph,Trotta,White,Male,POM,Police Officer,063 PCT,02184,0,0
859684,No,04/19/2000 05:51:39 PM,Jose,Vargas,Hispanic,Male,SGT,Sergeant,MED DIV,02973,0,0
859690,No,11/16/2007 04:09:10 PM,Alfred,Verlizzo,White,Male,LT,Lieutenant,QA DCSI,00000,0,0
859698,No,02/08/2001 06:12:23 PM,Robert,Wagner,White,Male,SGT,Sergeant,TRF/MTF,02122,1,0
859704,No,02/08/2001 06:12:23 PM,John,Weis,White,Male,DT2,Detective,BXROBSQ,02673,0,0
859720,No,02/08/2001 06:12:23 PM,Louis,Wygand,White,Male,LT,Lieutenant,QNS CT,00000,0,0
859760,No,04/01/2009 08:32:55 AM,Bernard,Cosenza,White,Male,DI,Deputy Inspector,DBMS OP,00000,0,0
859780,No,02/08/2001 06:12:23 PM,Ronald,Acheson,White,Male,POM,Police Officer,PROPCLK,07749,0,0
859820,No,02/08/2001 06:12:23 PM,Peter,Clark,White,Male,INS,Inspector,PBQ/S,00000,0,0
859900,No,02/08/2001 06:12:23 PM,Anthony,Incantalupo,White,Male,DT1,Detective,O C C B,02316,0,0
859936,No,02/08/2001 06:12:23 PM,James,Mcavey,White,Male,DT1,Detective,I.A.B.,01254,0,0
859942,No,12/19/2000 03:26:36 PM,John,Mcgoldrick,White,Male,LT,Lieutenant,060 PCT,00000,0,0
859969,No,02/04/2009 01:21:02 PM,James,Monahan,White,Male,DT1,Detective,048 DET,01035,0,0
860014,No,01/16/2001 05:49:10 PM,James,Ruggiero,White,Male,DT2,Detective,063 DET,03734,0,0
860015,No,04/19/2000 05:41:39 PM,Nicholas,Rungo,White,Male,CPT,Captain,MED DIV,00000,0,0
860046,No,04/19/2006 06:06:43 PM,Matthew,Travaglia,White,Male,DT1,Detective,HWY DST,00753,0,0
860090,No,04/19/2000 05:51:39 PM,Michael,Darby,White,Male,DI,Deputy Inspector,O T S D,00000,0,0
860095,No,06/28/2010 12:10:16 PM,William,Callahan,White,Male,DC,Chiefs and other ranks,PBQ/S,00000,0,0
860102,No,02/08/2001 06:12:23 PM,Michael,Niemczyk,White,Male,DT2,Detective,078 DET,01534,0,0
860144,No,07/26/2010 12:56:25 PM,Kevin,Moroney,White,Male,DT1,Detective,048 DET,00139,0,0
860152,No,02/08/2001 06:12:23 PM,Laurence,Neyland,White,Male,CPT,Captain,COMMDIV,00000,0,0
860154,No,02/08/2001 06:12:23 PM,Douglas,Kozlik,White,Male,LT,Lieutenant,HWY DST,00000,0,0
860177,No,12/24/2008 11:02:38 AM,Edwin,Leschack,White,Male,CPT,Captain,PBSI,00000,0,0
860186,No,04/19/2000 05:51:39 PM,Stephen,Gardell,White,Male,DT2,Detective,068 DET,03738,0,0
860196,No,07/13/2005 05:03:24 PM,Nemesio,Abraham,Hispanic,Male,DT2,Detective,071 DET,03459,0,0
860202,No,02/08/2001 06:12:23 PM,Vincent,Adinolfi,White,Male,POM,Police Officer,PROPCLK,28003,0,0
860205,No,02/08/2001 06:12:23 PM,James,Albert,White,Male,INS,Inspector,DB BKLN,00000,0,0
860207,No,02/08/2001 06:12:23 PM,Nathan,Allen,Black,Male,DT1,Detective,INT EPU,02371,0,0
860243,No,02/08/2001 06:12:23 PM,Gerard,Beyrodt,White,Male,SDS,Sergeant,MTN DET,00837,3,0
860269,No,11/28/2000 04:05:53 PM,John,Brullmann,White,Male,LT,Lieutenant,MED DIV,00000,0,0
860272,No,02/08/2001 06:12:23 PM,Daniel,Buckley,White,Male,SSA,Sergeant,PBQ/S,00585,0,0
860317,No,02/08/2001 06:12:23 PM,Robert,Clancy,White,Male,SGT,Sergeant,INSRVTR,01791,0,0
860404,No,06/21/2007 04:44:44 PM,Nicholas,Estavillo,Hispanic,Male,COP,Inactive Ranks,P S B,00000,0,0
860412,No,02/08/2001 06:12:23 PM,Thomas,Farrell,White,Male,LT,Lieutenant,DET BUR,00000,0,0
860457,No,02/08/2001 06:12:23 PM,George,Funk,White,Male,DT1,Detective,I.A.B.,01259,0,0
860488,No,06/26/2000 05:46:32 PM,Eugene,Guerin,White,Male,DI,Deputy Inspector,SS DIV,00000,0,0
860519,No,01/16/2001 05:49:10 PM,Francis,Hunt,Hispanic,Male,DT1,Detective,110 DET,01646,0,0
860523,No,11/28/2000 04:05:53 PM,Frank,Idone,White,Male,LT,Lieutenant,PBSI,00000,0,0
860533,No,09/14/2000 08:59:14 AM,Francis,Joseph,White,Male,DT3,Detective,030 DET,01907,0,0
860534,No,02/08/2001 06:12:23 PM,Richard,Kafka,White,Male,LT,Lieutenant,102 PCT,00000,0,0
860571,No,11/16/2007 04:09:10 PM,John,Lombardo,White,Male,POM,Police Officer,PROPCLK,28388,0,0
860574,No,02/08/2001 06:12:23 PM,John,Loud,White,Male,POM,Police Officer,019 PCT,28384,0,0
860576,No,01/05/2001 05:15:39 PM,Angelo,Lugo,Hispanic,Male,SSA,Sergeant,PROPCLK,00028,0,0
860586,No,02/08/2001 06:12:23 PM,Hugh,Mcgowan,White,Male,LCD,Lieutenant,CI&RDIV,00000,0,0
860631,No,04/20/2005 01:40:03 PM,Robert,Mednick,White,Male,CPT,Captain,PBBX,00000,0,0
860667,No,12/24/2008 11:02:38 AM,Timothy,Murphy,White,Male,LSA,Lieutenant,DC ADV,00000,0,0
860694,No,01/05/2001 05:15:39 PM,Jonathan,Orlove,White,Male,LT,Lieutenant,STAFFSV,00000,0,0
860696,No,02/08/2001 06:12:23 PM,Kevin,Oshea,White,Male,LT,Lieutenant,017 PCT,00000,1,0
860702,No,04/19/2000 05:41:39 PM,John,Palamar,White,Male,CPT,Captain,FOR INV,00000,0,0
860708,No,02/08/2001 06:12:23 PM,Joseph,Parkans,White,Male,POM,Police Officer,019 PCT,28533,0,0
860725,No,02/08/2001 06:12:23 PM,Arthur,Perry,White,Male,DTS,Detective,POL ACD,03087,0,0
860727,No,02/08/2001 06:12:23 PM,Peter,Petrone,White,Male,SGT,Sergeant,110 PCT,00500,0,0
860757,No,11/20/2006 08:29:28 PM,Gerald,Rex,White,Male,LT,Lieutenant,PBMS,00000,0,0
860758,No,09/19/2007 01:16:06 PM,George,Reynolds,White,Male,POM,Police Officer,103 PCT,28574,0,0
860771,No,02/08/2001 06:12:23 PM,Richard,Romaine,White,Male,DI,Deputy Inspector,PSB IES,00000,0,0
860782,No,02/08/2001 06:12:23 PM,Patrick,Ruddy,White,Male,POM,Police Officer,S O D,28599,0,0
860820,No,10/20/2006 04:08:09 PM,Thomas,Shannon,White,Male,POM,Police Officer,MTS PCT,28638,0,0
860822,No,02/08/2001 06:12:23 PM,Gerald,Sheehan,White,Male,LCD,Lieutenant,BOMB SQ,00000,0,0
860860,No,02/08/2001 06:12:23 PM,Andrew,Stratos,White,Male,LCD,Lieutenant,I.A.B.,00000,0,0
860868,No,02/08/2001 06:12:23 PM,Patrick,Talbot,White,Male,DT2,Detective,076 DET,01689,0,0
860884,No,02/08/2001 06:12:23 PM,Lino,Tretter,White,Male,POM,Police Officer,112 PCT,28703,0,0
860917,No,10/19/2005 08:50:44 AM,Charles,Wells,White,Male,INS,Inspector,DET BUR,00000,1,0
860951,No,06/05/2007 05:51:50 PM,Brian,Oneill,White,Male,DI,Deputy Inspector,I.A.B.,00000,0,0
860994,No,04/19/2000 05:51:39 PM,Robert,Candela,White,Male,SGT,Sergeant,112 PCT,00753,0,0
860995,No,06/26/2000 05:46:32 PM,Robert,Woerner,White,Male,LT,Lieutenant,I.A.B.,00000,0,0
861004,No,02/08/2001 06:12:23 PM,Kevin,Farrell,White,Male,AC,Chiefs and other ranks,M E L D,00000,0,0
861012,No,02/08/2001 06:12:23 PM,William,Kleinheidt,White,Male,DI,Deputy Inspector,D C C A,00000,0,0
861015,No,02/08/2001 06:12:23 PM,Nicholas,Battista,White,Male,POM,Police Officer,CPK PCT,28775,0,0
861017,No,05/23/2007 08:45:11 PM,James,Burke,White,Male,SDS,Sergeant,DA S/I,01020,0,0
861021,No,10/19/2005 08:50:44 AM,Thomas,Fox,White,Male,SDS,Sergeant,090 DET,01645,0,0
861029,No,07/28/2006 02:03:33 PM,Robert,Ronne,White,Male,DT1,Detective,120 DET,01350,0,0
861032,No,02/08/2001 06:12:23 PM,James,Wallace,White,Male,CPT,Captain,VE BSSI,00000,0,0
861039,No,06/26/2000 05:46:32 PM,John,Carroll,White,Male,LCD,Lieutenant,043 DET,00000,0,0
861043,No,08/09/2005 06:22:42 PM,Donald,Whelan,White,Male,DT1,Detective,032 DET,03779,0,0
861044,No,04/19/2000 05:51:39 PM,Stephen,Hynes,White,Male,LT,Lieutenant,WARRSEC,00000,0,0
861046,No,04/19/2000 05:51:39 PM,James,Dupree,Black,Male,LT,Lieutenant,PBBN TF,00000,0,0
861083,No,08/11/2000 04:14:41 PM,Anthony,Tomasulo,White,Male,POM,Police Officer,PROPCLK,12952,0,0
861117,No,02/08/2001 06:12:23 PM,William,Chimento,White,Male,CPT,Captain,O M A P,00000,0,0
861134,No,02/08/2001 06:12:23 PM,Charles,Afanasewicz,White,Male,SGT,Sergeant,HARBOR,00043,0,0
861164,No,04/19/2000 05:51:39 PM,William,Buckley,White,Male,LT,Lieutenant,094 PCT,00000,0,0
861174,No,01/16/2001 05:49:10 PM,Robert,Carey,White,Male,SGT,Sergeant,NARCBBN,02415,0,0
861175,No,01/05/2001 05:15:39 PM,Gerard,Carley,White,Male,DT1,Detective,042 DET,00635,0,0
861186,No,04/19/2000 05:51:39 PM,Jack,Clancy,White,Male,SGT,Sergeant,PBQNT/F,00688,0,0
861241,No,02/08/2001 06:12:23 PM,Philip,Ferrante,White,Male,DT2,Detective,INT DIV,00910,0,0
861253,No,02/08/2001 06:12:23 PM,Vincent,Galapani,White,Male,POM,Police Officer,090 PCT,28922,0,0
861268,No,04/18/2008 05:08:25 PM,Harvey,Grape,White,Male,SSA,Sergeant,FM DIV,02055,0,0
861312,No,01/16/2001 05:49:10 PM,John,Layden,White,Male,LT,Lieutenant,NARCBBN,00000,2,0
861318,No,04/19/2000 05:51:39 PM,Ronald,Lekos,White,Male,CPT,Captain,111 PCT,00000,0,0
861371,No,04/19/2000 05:51:39 PM,Robert,Musilli,White,Male,SGT,Sergeant,MTN PCT,00305,0,0
861377,No,01/05/2001 05:15:39 PM,Andrew,Nugent,White,Male,SGT,Sergeant,AUX P.S,03133,0,0
861441,No,02/08/2001 06:12:23 PM,Antonio,Sirvent,Hispanic,Male,POM,Police Officer,HARBOR,29117,0,0
861442,No,02/08/2001 06:12:23 PM,Bernard,Skinner,Black,Male,POM,Police Officer,076 PCT,29118,1,0
861520,No,04/19/2000 05:41:39 PM,Michael,Ogara,White,Male,CPT,Captain,071 PCT,00000,0,0
861538,No,02/08/2001 06:12:23 PM,Raymond,Celentano,White,Male,LCD,Lieutenant,INT PSS,00000,0,0
861554,No,06/26/2000 05:46:32 PM,Philip,Mandzik,White,Male,DC,Chiefs and other ranks,PBBX,00000,0,0
861556,No,08/11/2000 04:14:41 PM,Wilbur,Chapman,Black,Male,COP,Inactive Ranks,M E L D,00000,0,0
861590,No,01/16/2001 05:49:10 PM,Joseph,Caparosa,White,Male,LT,Lieutenant,E S U,00000,0,0
861619,No,04/19/2000 05:51:39 PM,Dennis,Beazer,Black,Male,SGT,Sergeant,MED DIV,03154,0,0
861625,No,04/19/2000 05:51:39 PM,Ricardo,Benjamin,Black,Male,POM,Police Officer,113 PCT,29191,0,0
861653,No,02/08/2001 06:12:23 PM,Conrad,Buckley,White,Male,POM,Police Officer,F.T.S.,29224,0,0
861655,No,01/05/2001 05:15:39 PM,Thomas,Burke,White,Male,LCD,Lieutenant,INT RIC,00000,0,0
861666,No,02/08/2001 06:12:23 PM,Robert,Carpenter,White,Male,DTS,Detective,HWY 01,06971,1,0
861696,No,04/19/2000 05:51:39 PM,John,Creegan,White,Male,CPT,Captain,DB BX,00000,0,0
861833,No,01/16/2001 05:49:10 PM,John,Kelly,White,Male,POM,Police Officer,111 PCT,29410,0,0
861861,No,02/08/2001 06:12:23 PM,Anthony,Lombardo,White,Male,DT1,Detective,DPT INV,00323,0,0
861927,No,02/08/2001 06:12:23 PM,Denis,Mulcahy,White,Male,DT1,Detective,BOMB SQ,03204,0,0
861946,No,02/08/2001 06:12:23 PM,Robert,Occhiogrosso,White,Male,LT,Lieutenant,FUG ENF,00000,0,0
861949,No,01/05/2001 05:15:39 PM,Jeremiah,Oconnor,White,Male,SDS,Sergeant,ND BXSI,02233,0,0
861984,No,02/08/2001 06:12:23 PM,Louis,Pioli,White,Male,SGT,Sergeant,061 PCT,02474,0,0
861996,No,02/08/2001 06:12:23 PM,Joseph,Quinn,White,Male,DT3,Detective,075 DET,02989,0,0
862022,No,02/08/2001 06:12:23 PM,Daniel,Rodriguez,Hispanic,Male,DT1,Detective,DBMNHTF,00198,0,0
862035,No,08/11/2000 04:14:41 PM,Edward,Rusch,White,Male,POM,Police Officer,ESS 10,29616,0,0
862096,No,02/08/2001 06:12:23 PM,Edward,Volsario,White,Male,POM,Police Officer,123 PCT,29682,0,0
862115,No,08/11/2000 04:14:41 PM,Marvin,Wolfthal,White,Male,POM,Police Officer,TV UNIT,29701,0,0
862129,No,04/19/2000 05:51:39 PM,Richard,Brill,White,Male,LT,Lieutenant,S S B,00000,0,0
862134,No,08/09/2005 06:22:42 PM,Lawrence,Samodulski,White,Male,DT1,Detective,090 DET,02718,1,0
862138,No,02/08/2001 06:12:23 PM,Henry,Roth,White,Male,LT,Lieutenant,F.T.S.,00000,0,0
862143,No,04/19/2000 05:41:39 PM,John,Mcgarry,White,Male,SGT,Sergeant,HWY 03,02993,0,0
862154,No,06/21/2007 04:44:44 PM,Patrick,Dudgeon,White,Male,DC,Chiefs and other ranks,P S B,00000,0,0
862158,No,01/05/2001 05:15:39 PM,John,Grizopoulos,White,Male,DT1,Detective,INT PSS,00090,0,0
862210,No,02/08/2001 06:12:23 PM,Andrew,Carson,White,Male,POM,Police Officer,E S U,09502,0,0
862244,No,09/14/2000 08:59:14 AM,Taisto,Ahokas,White,Male,POM,Police Officer,034 PCT,24464,0,0
862266,No,02/08/2001 06:12:23 PM,Thomas,Biscione,White,Male,SGT,Sergeant,PBMS TF,00564,0,0
